City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Ewa Beach,US,2020-08-28 18:13:18,21.32,-158.01,75.2,83,90,4.7
307,Vila Velha,BR,2020-08-28 18:13:18,-20.33,-40.29,78.01,83,40,9.17
308,Cedar City,US,2020-08-28 18:10:02,37.68,-113.06,82.4,14,1,8.81
309,College,US,2020-08-28 18:13:18,64.86,-147.8,50.0,93,90,1.12
310,Vengerovo,RU,2020-08-28 18:13:19,55.68,76.75,57.31,84,29,6.89
311,Santa Rosa,PH,2020-08-28 18:13:19,14.31,121.11,84.2,79,95,5.82
312,Moose Factory,CA,2020-08-28 18:13:19,51.26,-80.61,55.4,82,90,8.05
313,Naze,JP,2020-08-28 18:13:19,28.37,129.48,80.6,94,20,3.36
314,San Patricio,MX,2020-08-28 18:13:20,19.22,-104.7,82.4,78,75,5.12
315,Brigham City,US,2020-08-28 18:13:20,41.51,-112.02,80.6,24,1,6.89
316,Nacaome,HN,2020-08-28 18:13:20,13.54,-87.49,84.2,74,40,1.28
317,Ust-Uda,RU,2020-08-28 18:13:20,54.17,103.03,53.8,92,71,1.19
318,Tselinnoye,RU,2020-08-28 18:13:21,53.08,85.67,54.25,93,94,5.86
319,Novichikha,RU,2020-08-28 18:13:21,52.2,81.39,56.25,81,14,4.99
320,Batticaloa,LK,2020-08-28 18:13:21,7.71,81.69,82.42,77,19,9.78
321,Petropavlovsk-Kamchatskiy,RU,2020-08-28 18:13:21,53.05,158.65,48.2,100,90,7.29
322,Price,US,2020-08-28 18:13:22,39.6,-110.81,78.8,29,20,8.28
323,Lorengau,PG,2020-08-28 18:13:22,-2.02,147.27,82.99,76,91,11.9
324,Atbasar,KZ,2020-08-28 18:13:22,51.8,68.33,65.84,56,38,1.12
325,Puerto Del Rosario,ES,2020-08-28 18:13:22,28.5,-13.86,78.8,78,0,20.8
326,Rabo De Peixe,PT,2020-08-28 18:13:22,37.8,-25.58,77.0,88,20,13.87
327,Port Shepstone,ZA,2020-08-28 18:13:23,-30.74,30.45,63.07,75,12,7.0
328,Santa Cruz Del Sur,CU,2020-08-28 18:13:23,20.71,-78.0,90.52,57,0,9.71
329,Ahipara,NZ,2020-08-28 18:08:41,-35.17,173.17,51.84,86,7,7.23
330,Yelniki,RU,2020-08-28 18:13:23,54.62,43.88,60.08,89,77,6.98
331,Kashima,JP,2020-08-28 18:13:24,33.11,130.09,80.01,62,17,1.01
332,Concepcion,CL,2020-08-28 18:13:24,-36.83,-73.05,51.8,87,90,23.04
333,San Quintin,MX,2020-08-28 18:13:24,30.48,-115.95,78.76,62,0,11.77
334,Norman Wells,CA,2020-08-28 18:10:16,65.28,-126.83,48.2,76,75,11.41
335,Seydi,TM,2020-08-28 18:13:24,39.48,62.91,76.44,24,0,10.94
336,Sangar,RU,2020-08-28 18:13:25,63.92,127.47,47.68,69,45,2.57
337,Hovd,MN,2020-08-28 18:13:25,48.01,91.64,53.01,66,100,2.44
338,Airai,TL,2020-08-28 18:13:25,-8.93,125.41,55.49,80,13,3.96
339,Chepareria,KE,2020-08-28 18:13:25,1.31,35.2,62.76,77,35,2.55
340,Codrington,AU,2020-08-28 18:13:26,-38.27,141.97,43.07,93,6,9.4
341,Sorland,NO,2020-08-28 18:13:26,67.67,12.69,50.0,71,40,6.93
342,Samarai,PG,2020-08-28 18:13:26,-10.62,150.67,78.24,86,98,11.5
343,Katherine,AU,2020-08-28 18:13:26,-14.47,132.27,64.4,59,11,5.82
344,Sakaiminato,JP,2020-08-28 18:13:26,35.55,133.23,78.8,88,75,3.36
345,Hualmay,PE,2020-08-28 18:13:27,-11.1,-77.61,67.59,67,33,11.12
346,Lata,PT,2020-08-28 18:13:27,40.16,-8.33,72.0,68,16,7.0
347,Tanete,ID,2020-08-28 18:13:27,-3.94,119.78,74.35,90,67,6.11
348,Mayumba,GA,2020-08-28 18:13:27,-3.43,10.66,74.44,90,98,10.02
349,Lae,PG,2020-08-28 18:13:28,-6.72,146.98,74.43,90,100,10.04
350,Antofagasta,CL,2020-08-28 18:13:28,-23.65,-70.4,59.0,67,75,14.99
351,Venado Tuerto,AR,2020-08-28 18:13:28,-33.75,-61.97,75.0,54,58,1.99
352,Jensen Beach,US,2020-08-28 18:13:28,27.25,-80.23,96.01,63,40,11.41
353,Sao Jose Da Coroa Grande,BR,2020-08-28 18:13:29,-8.9,-35.15,79.75,69,83,8.08
354,Ulety,RU,2020-08-28 18:12:06,51.36,112.48,49.69,86,100,4.0
355,Beringovskiy,RU,2020-08-28 18:13:29,63.05,179.32,49.91,86,90,10.56
356,Starachowice,PL,2020-08-28 18:13:29,51.04,21.07,64.99,75,9,6.31
357,Talnakh,RU,2020-08-28 18:13:29,69.49,88.4,59.0,62,97,4.47
358,Saint Anthony,US,2020-08-28 18:13:30,45.02,-93.22,78.01,73,90,13.87
359,Tall Kayf,TR,2020-08-28 18:13:30,37.08,41.07,83.64,18,0,5.7
360,Newport,GB,2020-08-28 18:11:38,51.59,-3.0,57.99,95,99,1.99
361,Nalut,LY,2020-08-28 18:13:30,30.33,10.85,88.72,18,0,7.34
362,Huarmey,PE,2020-08-28 18:13:30,-10.07,-78.15,69.69,63,18,12.48
363,Manokwari,ID,2020-08-28 18:13:31,-0.87,134.08,79.07,77,96,6.55
364,Kavaratti,IN,2020-08-28 18:13:31,10.57,72.64,82.38,78,90,8.25
365,Ambilobe,MG,2020-08-28 18:13:31,-13.2,49.05,69.51,77,4,4.21
366,La Palma,US,2020-08-28 18:13:31,33.85,-118.05,84.99,51,1,6.42
367,Mazamari,PE,2020-08-28 18:13:32,-11.33,-74.53,96.87,25,2,2.53
368,Sarkikaraagac,TR,2020-08-28 18:13:32,38.08,31.37,70.92,29,0,5.23
369,Bedford,GB,2020-08-28 18:10:42,52.13,-0.47,55.4,93,75,13.87
370,Soyo,AO,2020-08-28 18:13:32,-6.13,12.37,72.54,85,97,10.96
371,Boddam,GB,2020-08-28 18:13:33,57.47,-1.78,53.6,71,93,14.99
372,Saint-Pierre,RE,2020-08-28 18:13:33,-21.34,55.48,69.8,77,40,4.7
373,Inverell,AU,2020-08-28 18:13:33,-29.78,151.12,39.0,70,0,1.01
374,Luderitz,NA,2020-08-28 18:13:33,-26.65,15.16,56.91,74,0,11.77
375,North Bend,US,2020-08-28 18:13:33,43.41,-124.22,68.0,82,20,11.41
376,Biltine,TD,2020-08-28 18:13:34,14.53,20.92,84.78,60,44,3.76
377,Hobyo,SO,2020-08-28 18:13:34,5.35,48.53,77.14,82,56,26.15
378,Kvarkeno,RU,2020-08-28 18:13:34,52.08,59.73,72.82,45,85,8.37
379,Aasiaat,GL,2020-08-28 18:13:34,68.71,-52.87,41.13,68,7,11.3
380,Kodino,RU,2020-08-28 18:13:34,63.72,39.64,49.96,79,81,5.32
381,Klyuchi,RU,2020-08-28 18:13:35,52.27,79.17,59.85,68,18,3.53
382,Manggar,ID,2020-08-28 18:13:35,-2.88,108.27,81.43,82,61,13.58
383,Watsa,CD,2020-08-28 18:13:35,3.04,29.54,65.79,97,54,1.23
384,Port Said,EG,2020-08-28 18:13:35,31.26,32.28,82.4,65,0,8.05
385,Guerrero Negro,MX,2020-08-28 18:13:36,27.98,-114.06,89.11,44,14,6.15
386,Palauig,PH,2020-08-28 18:13:36,15.44,119.9,81.73,77,95,5.57
387,Te Anau,NZ,2020-08-28 18:13:36,-45.42,167.72,37.87,85,37,4.92
388,Lebork,PL,2020-08-28 18:13:36,54.54,17.75,64.0,82,100,9.17
389,Kerouane,GN,2020-08-28 18:13:37,9.27,-9.02,75.02,90,98,3.15
390,Tukrah,LY,2020-08-28 18:13:37,32.53,20.58,78.71,71,0,9.66
391,Pratapgarh,IN,2020-08-28 18:13:37,24.03,74.78,75.02,94,100,12.46
392,Pitimbu,BR,2020-08-28 18:13:37,-7.47,-34.81,84.2,66,40,13.87
393,Ponoka,CA,2020-08-28 18:13:38,52.68,-113.58,68.0,52,40,12.75
394,Namibe,AO,2020-08-28 18:13:38,-15.2,12.15,60.98,82,23,12.01
395,Aksarka,RU,2020-08-28 18:13:38,66.56,67.8,56.84,96,100,6.93
396,Khovu-Aksy,RU,2020-08-28 18:13:38,51.13,93.6,48.51,84,100,1.48
397,Dunmore Town,BS,2020-08-28 18:13:38,25.5,-76.65,84.69,70,66,9.33
398,Concordia,AR,2020-08-28 18:10:55,-31.39,-58.02,75.0,63,100,8.01
399,Nanortalik,GL,2020-08-28 18:13:39,60.14,-45.24,49.42,79,100,19.24
400,Trinidad,BO,2020-08-28 18:13:39,-14.83,-64.9,93.2,49,1,10.29
401,Khorixas,NA,2020-08-28 18:13:39,-20.37,14.97,56.01,40,1,11.65
402,Jumla,NP,2020-08-28 18:13:39,29.27,82.18,62.58,70,97,3.09
403,Ballina,AU,2020-08-28 18:13:40,-28.87,153.57,57.2,71,90,8.05
404,Neuquen,AR,2020-08-28 18:13:40,-38.95,-68.06,62.6,27,35,12.75
405,Flinders,AU,2020-08-28 18:13:40,-34.58,150.86,50.0,78,0,1.01
406,Guymon,US,2020-08-28 18:12:40,36.68,-101.48,98.6,20,1,8.05
407,Vao,NC,2020-08-28 18:13:41,-22.67,167.48,67.53,91,99,19.82
408,Cairns,AU,2020-08-28 18:13:41,-16.92,145.77,69.8,64,40,17.22
409,Port Barton,PH,2020-08-28 18:13:41,10.48,119.25,80.42,81,100,2.86
410,Verkhoyansk,RU,2020-08-28 18:13:41,67.54,133.38,42.13,63,0,0.29
411,Leningradskiy,RU,2020-08-28 18:13:41,69.38,178.42,37.49,93,100,3.22
412,Lagunas,PE,2020-08-28 18:13:42,-5.23,-75.68,101.19,27,4,1.41
413,Dong Hoi,VN,2020-08-28 18:13:42,17.48,106.6,80.83,82,100,6.69
414,Santa Cruz De Tenerife,ES,2020-08-28 18:13:42,28.47,-16.25,84.99,57,20,16.11
415,San Roque,ES,2020-08-28 18:13:42,36.21,-5.38,78.8,61,6,14.99
416,Ranong,TH,2020-08-28 18:13:43,9.97,98.63,80.22,81,100,3.65
417,Zabol,AF,2020-08-28 18:13:43,32.25,67.25,68.11,21,0,8.43
418,Rawson,AR,2020-08-28 18:13:43,-43.3,-65.1,52.93,38,56,25.41
419,Taga,RO,2020-08-28 18:13:43,46.95,24.05,75.2,60,64,4.7
420,Sakakah,SA,2020-08-28 18:13:43,29.97,40.21,98.6,12,0,4.7
421,Emerald,AU,2020-08-28 18:13:44,-23.53,148.17,53.6,50,0,8.05
422,Oconomowoc,US,2020-08-28 18:13:44,43.11,-88.5,75.99,100,40,12.75
423,Dickinson,US,2020-08-28 18:13:44,29.46,-95.05,95.0,63,1,10.29
424,Awjilah,LY,2020-08-28 18:13:44,29.11,21.29,87.75,28,0,7.0
425,Leopoldov,SK,2020-08-28 18:13:45,48.45,17.76,77.0,44,82,10.29
426,Adelaide,AU,2020-08-28 18:08:48,-34.93,138.6,59.0,81,0,8.05
427,Churapcha,RU,2020-08-28 18:12:08,62.0,132.43,41.38,65,0,3.49
428,Altamira,BR,2020-08-28 18:13:45,-3.2,-52.21,89.6,62,40,5.82
429,Los Llanos De Aridane,ES,2020-08-28 18:13:46,28.66,-17.92,84.0,74,11,14.99
430,Taunggyi,MM,2020-08-28 18:13:46,20.78,97.03,63.19,100,87,2.1
431,Seymchan,RU,2020-08-28 18:13:46,62.88,152.43,41.25,79,96,7.34
432,El Paso,US,2020-08-28 18:12:53,31.76,-106.49,95.0,18,20,8.05
433,Itarema,BR,2020-08-28 18:13:46,-2.92,-39.92,84.25,57,6,20.51
434,Minab,IR,2020-08-28 18:13:47,27.15,57.08,95.0,44,11,2.24
435,Arlit,NE,2020-08-28 18:13:47,18.74,7.39,94.71,28,64,6.4
436,Bato,PH,2020-08-28 18:13:47,13.35,123.37,79.61,88,100,5.84
437,Shihezi,CN,2020-08-28 18:13:47,44.3,86.03,66.96,41,3,4.25
438,Nadym,RU,2020-08-28 18:13:48,65.53,72.52,58.91,73,97,4.7
439,Tazovskiy,RU,2020-08-28 18:13:48,67.47,78.7,52.93,87,20,3.76
440,Harrisburg,US,2020-08-28 18:10:08,40.27,-76.88,87.8,55,75,8.05
441,Sapa,PH,2020-08-28 18:13:48,5.15,120.32,82.2,73,80,3.2
442,Obo,CF,2020-08-28 18:13:49,5.4,26.49,70.97,95,87,3.02
443,Valleyview,CA,2020-08-28 18:13:49,55.07,-117.29,62.76,58,100,9.48
444,Suksun,RU,2020-08-28 18:13:49,57.14,57.39,62.4,84,76,6.8
445,Diego De Almagro,CL,2020-08-28 18:13:49,-26.37,-70.05,75.34,17,0,11.54
446,Zeya,RU,2020-08-28 18:13:49,53.75,127.27,47.16,66,6,4.76
447,Grindavik,IS,2020-08-28 18:13:50,63.84,-22.43,50.0,87,75,17.22
448,Mitsamiouli,KM,2020-08-28 18:13:50,-11.38,43.28,75.2,83,40,3.36
449,Chumikan,RU,2020-08-28 18:13:50,54.72,135.31,49.41,66,0,9.53
450,Semporna,MY,2020-08-28 18:10:24,4.48,118.61,77.0,94,20,1.16
451,Korhogo,CI,2020-08-28 18:13:50,9.45,-5.63,75.04,93,86,3.94
452,Cabedelo,BR,2020-08-28 18:13:51,-6.98,-34.83,84.2,66,40,13.87
453,Hokitika,NZ,2020-08-28 18:13:51,-42.72,170.97,50.07,88,69,2.59
454,Caluquembe,AO,2020-08-28 18:13:51,-13.78,14.68,68.2,41,86,8.3
455,Ghatal,IN,2020-08-28 18:13:51,22.67,87.72,80.78,85,49,7.38
456,Arinos,BR,2020-08-28 18:13:51,-15.92,-46.11,91.62,21,0,5.93
457,Buin,CL,2020-08-28 18:13:52,-33.73,-70.75,51.8,71,75,2.24
458,Svencionys,LT,2020-08-28 18:13:52,55.15,26.17,51.89,82,51,1.83
459,Aberdeen,GB,2020-08-28 18:13:52,57.14,-2.1,53.6,71,98,14.99
460,Santa Isabel Do Rio Negro,BR,2020-08-28 18:13:52,-0.41,-65.02,93.25,45,20,1.74
461,Tiarei,PF,2020-08-28 18:13:53,-17.53,-149.33,75.2,69,20,5.82
462,La Ronge,CA,2020-08-28 18:13:53,55.1,-105.28,59.0,82,75,9.17
463,Lonevag,NO,2020-08-28 18:13:53,60.53,5.49,62.6,59,40,10.29
464,Koumac,NC,2020-08-28 18:13:53,-20.57,164.28,68.09,87,52,13.51
465,Nieuw Nickerie,SR,2020-08-28 18:13:54,5.95,-56.98,84.18,70,90,8.84
466,Dwarka,IN,2020-08-28 18:13:54,22.24,68.97,82.36,84,100,14.5
467,Milledgeville,US,2020-08-28 18:11:56,33.08,-83.23,91.4,55,40,3.36
468,Namatanai,PG,2020-08-28 18:13:54,-3.67,152.43,77.58,82,99,6.55
469,Touros,BR,2020-08-28 18:13:54,-5.2,-35.46,84.2,62,40,14.99
470,Burnie,AU,2020-08-28 18:13:55,-41.07,145.92,52.0,72,54,3.0
471,Tura,IN,2020-08-28 18:13:55,25.52,90.22,74.3,96,67,4.54
472,Bantou,CN,2020-08-28 18:13:55,26.22,117.49,73.49,83,7,0.07
473,Quimper,FR,2020-08-28 18:11:56,48.0,-4.1,60.8,77,75,14.99
474,Sokoto,NG,2020-08-28 18:13:56,13.06,5.24,79.68,72,96,4.5
475,Kenai,US,2020-08-28 18:13:56,60.55,-151.26,55.0,93,1,5.37
476,Puerto Madero,MX,2020-08-28 18:13:56,14.72,-92.42,86.0,74,75,2.24
477,Danielskuil,ZA,2020-08-28 18:13:56,-28.19,23.54,46.44,51,0,11.95
478,Lichuan,CN,2020-08-28 18:13:56,30.3,108.85,63.81,92,0,2.55
479,Yamada,JP,2020-08-28 18:13:57,39.47,141.95,77.22,87,0,1.74
480,Kapit,MY,2020-08-28 18:13:57,2.02,112.93,75.34,94,100,0.27
481,Ocos,GT,2020-08-28 18:13:57,14.51,-92.19,86.0,74,75,2.24
482,Kyzyl-Suu,KG,2020-08-28 18:13:57,42.34,78.0,51.55,62,0,2.86
483,Marrakesh,MA,2020-08-28 18:13:58,31.63,-8.01,93.2,24,0,11.41
484,Christchurch,NZ,2020-08-28 18:12:54,-43.53,172.63,46.4,65,75,6.93
485,Asmara,ER,2020-08-28 18:13:58,15.33,38.93,64.27,81,3,2.86
486,Jiwani,PK,2020-08-28 18:13:58,25.05,61.74,81.7,84,0,13.67
487,Kota Kinabalu,MY,2020-08-28 18:13:58,5.97,116.07,77.0,88,20,5.82
488,Pangnirtung,CA,2020-08-28 18:13:59,66.15,-65.71,48.2,87,40,12.75
489,Hoquiam,US,2020-08-28 18:13:59,46.98,-123.89,66.99,93,90,4.7
490,Conceicao Do Araguaia,BR,2020-08-28 18:13:59,-8.26,-49.26,105.13,14,98,3.4
491,Tautira,PF,2020-08-28 18:13:59,-17.73,-149.15,75.2,69,20,5.82
492,Nantucket,US,2020-08-28 18:14:00,41.28,-70.1,75.2,73,1,11.41
493,Tabuny,RU,2020-08-28 18:14:00,52.78,78.79,59.83,66,34,2.71
494,Xingyi,CN,2020-08-28 18:14:00,24.19,102.82,62.42,75,100,1.68
495,Mattru,SL,2020-08-28 18:14:00,7.62,-11.83,75.6,89,100,4.52
496,Tolaga Bay,NZ,2020-08-28 18:14:00,-38.37,178.3,46.74,75,0,5.14
497,Pushkino,RU,2020-08-28 18:14:01,56.02,37.87,61.0,77,93,11.18
498,San Vicente,AR,2020-08-28 18:14:01,-26.62,-54.13,86.04,32,0,6.2
499,Vestmannaeyjar,IS,2020-08-28 18:14:01,63.44,-20.27,50.0,87,75,20.8
500,Mandalgovi,MN,2020-08-28 18:14:01,45.76,106.27,53.22,74,81,7.4
501,Sawang Daen Din,TH,2020-08-28 18:14:02,17.48,103.46,77.07,89,100,5.23
502,Colares,PT,2020-08-28 18:14:02,38.8,-9.45,70.0,60,20,25.28
503,Egvekinot,RU,2020-08-28 18:14:02,66.32,-179.17,42.48,85,86,7.67
504,Dohar,BD,2020-08-28 18:14:02,23.59,90.15,82.4,74,75,6.93
505,Pilar,BR,2020-08-28 18:14:03,-9.6,-35.96,77.0,83,75,13.87
506,Korla,CN,2020-08-28 18:14:03,41.76,86.15,66.51,42,50,18.3
507,Sao Joao Da Barra,BR,2020-08-28 18:14:03,-21.64,-41.05,78.8,61,40,20.8
508,Bowen,AU,2020-08-28 18:14:03,-20.02,148.23,60.8,77,40,8.05
509,San Nicolas,PH,2020-08-28 18:14:04,18.17,120.6,80.06,79,100,7.43
510,San Teodoro,PH,2020-08-28 18:14:04,13.44,121.02,82.99,83,100,1.99
511,Sumbawanga,TZ,2020-08-28 18:14:04,-7.97,31.62,68.0,56,33,2.71
512,Ulaangom,MN,2020-08-28 18:14:04,49.98,92.07,53.01,81,100,3.83
513,Pitiquito,MX,2020-08-28 18:14:05,30.7,-112.08,100.99,35,70,3.0
514,Savannah Bight,HN,2020-08-28 18:14:05,16.45,-85.85,85.12,73,74,23.35
515,Split,HR,2020-08-28 18:14:05,43.51,16.44,80.6,69,0,3.36
516,Port Macquarie,AU,2020-08-28 18:12:21,-31.43,152.92,46.99,80,0,7.09
517,Dharchula,IN,2020-08-28 18:14:05,29.85,80.53,68.83,76,97,0.78
518,Sulecin,PL,2020-08-28 18:14:06,52.44,15.12,68.0,77,100,3.36
519,Calvinia,ZA,2020-08-28 18:14:06,-31.47,19.78,43.2,87,92,16.33
520,Maridi,SS,2020-08-28 18:14:06,4.92,29.47,69.42,93,85,1.21
521,Puerto Ayacucho,VE,2020-08-28 18:14:06,5.66,-67.62,91.4,59,40,4.7
522,Tokonou,GN,2020-08-28 18:14:06,9.65,-9.78,72.36,94,91,4.38
523,Tabas,IR,2020-08-28 18:14:07,33.6,56.92,84.2,13,0,4.7
524,Progreso,MX,2020-08-28 18:14:07,21.28,-89.67,93.99,70,75,18.34
525,Atar,MR,2020-08-28 18:14:07,20.52,-13.05,105.8,18,30,13.87
526,Dunedin,NZ,2020-08-28 18:14:07,-45.87,170.5,46.99,74,50,8.25
527,Sarishabari,BD,2020-08-28 18:14:08,24.73,89.83,82.99,82,91,11.61
528,Makakilo City,US,2020-08-28 18:14:08,21.35,-158.09,75.2,83,90,4.7
529,Cardston,CA,2020-08-28 18:12:42,49.2,-113.3,72.0,30,5,12.75
530,Gisborne,NZ,2020-08-28 18:12:00,-38.65,178.0,47.82,72,0,6.53
531,Hambantota,LK,2020-08-28 18:14:08,6.12,81.12,80.85,76,96,15.86
532,Bloemfontein,ZA,2020-08-28 18:14:08,-29.12,26.21,46.4,26,0,2.24
533,Pangody,RU,2020-08-28 18:14:09,65.85,74.49,56.64,80,35,6.26
534,Lelystad,NL,2020-08-28 18:14:09,52.51,5.47,57.99,76,99,5.01
